id;title;NF_inlink_ratio;NF_outlink_ratio;MW_generality
1434568;emma roberts;0.000042;0.000021;0.6875
5052197;elton john;0.000924;0.000121;0.6875
202664;diane keaton;0.000108;0.000059;0.6875
171003;daniel day-lewis;0.000096;0.000033;0.6875
331124;christian bale;0.000107;0.000065;0.6875
5142;charlie chaplin;0.000439;0.000086;0.625
37313;bruce lee;0.000199;0.000069;0.625
3382;britney spears;0.000704;0.000074;0.6875
1780319;brandon routh;0.000029;0.000024;0.6875
44849;brad pitt;0.000231;0.00008;0.6875
63517;bette davis;0.000243;0.000085;0.625
5792809;angelina jolie;0.000179;0.000064;0.6875
19376148;stephen hawking;0.000145;0.000066;0.75
39034;j. robert oppenheimer;0.000099;0.000087;0.6875
25523;richard feynman;0.000132;0.000066;0.6875
23979;ptolemy;0.000471;0.00004;0.625
24742;paul dirac;0.000088;0.000047;0.6875
21210;niels bohr;0.000111;0.000034;0.6875
323592;nicolaus copernicus;0.000186;0.000096;0.625
19848;max planck;0.000101;0.000043;0.6875
15736;johannes kepler;0.000158;0.000078;0.625
28989696;james clerk maxwell;0.000129;0.000055;0.6875
37782;edward teller;0.000066;0.000058;0.6875
6824;carl sagan;0.000146;0.000082;0.75
50237;robert boyle;0.000089;0.000033;0.75
19727;michael faraday;0.000125;0.000052;0.625
37342;linus pauling;0.000107;0.000074;0.6875
44112;john dalton;0.000048;0.000036;0.625
14369;humphry davy;0.000072;0.000037;0.75
764956;george porter;0.000014;0.000013;0.625
63349;frederick sanger;0.000027;0.000026;0.6875
60633;dmitri mendeleev;0.000049;0.000021;0.625
1822;antoine lavoisier;0.000082;0.000019;0.75
33161;ward cunningham;0.000019;0.00001;0.6875
30034;tim berners-lee;0.000087;0.000021;0.6875
7412236;steve jobs;0.00015;0.000053;0.6875
60904;sergey brin;0.000037;0.000032;0.6875
3434143;richard stallman;0.000092;0.000053;0.6875
17618;linus torvalds;0.000056;0.000023;0.6875
60903;larry page;0.000037;0.000016;0.6875
3703446;jimmy wales;0.000063;0.000037;0.6875
8095;donald knuth;0.000094;0.000028;0.6875
5698;charles babbage;0.000073;0.000023;0.625
3747;bill gates;0.000216;0.00004;0.6875
58410;wright brothers;0.000225;0.000047;0.6875
33783;wernher von braun;0.000107;0.000089;0.625
29778;thomas edison;0.000357;0.000071;0.6875
16912;karl benz;0.000043;0.000034;0.6875
39570;john logie baird;0.000045;0.000017;0.6875
42880;john flamsteed;0.000031;0.000015;0.625
15745;johannes gutenberg;0.000077;0.000027;0.625
16142;james watt;0.000096;0.000037;0.6875
70085;j. j. thomson;0.000053;0.000018;0.625
4482809;isambard kingdom brunel;0.000156;0.000044;0.625
13371;henry ford;0.000221;0.000051;0.6875
12104;guglielmo marconi;0.00011;0.000049;0.6875
12578;george stephenson;0.000101;0.000033;0.625
29688374;galileo galilei;0.000316;0.000069;0.6875
42707;frank whittle;0.00005;0.000053;0.5625
9603;ernest rutherford;0.000089;0.000035;0.625
140955;cai lun;0.000011;0.00001;0.625
1938;andrew carnegie;0.000231;0.000051;0.6875
852;alexander graham bell;0.000137;0.000068;0.6875
34226;yuri gagarin;0.000094;0.00003;0.625
60041;willem barentsz;0.000021;0.00002;0.625
57931;vitus bering;0.00003;0.000012;0.625
45080;vasco da gama;0.000145;0.000036;0.625
231734;tenzing norgay;0.000031;0.00002;0.625
25662;robert falcon scott;0.000121;0.000031;0.6875
26199;roald amundsen;0.000101;0.000038;0.6875
66655;richard francis burton;0.000075;0.000057;0.625
21247;neil armstrong;0.000112;0.000075;0.6875
19334;marco polo;0.000171;0.000028;0.625
146803;leif ericson;0.000043;0.000012;0.6875
189733;juan sebastian elcano;0.0;0.000009;0.6875
37332;josiah willard gibbs;0.000055;0.000042;0.6875
17020605;john cabot;0.000053;0.000028;0.6875
15630;james cook;0.000401;0.000067;0.6875
70602;jacques cartier;0.000064;0.000024;0.625
49304;henry morton stanley;0.000064;0.000022;0.625
19914843;ferdinand magellan;0.000114;0.000045;0.6875
73572;edmund hillary;0.000077;0.00004;0.6875
53528;david livingstone;0.000092;0.000059;0.625
5635;christopher columbus;0.000441;0.000111;0.625
85234;amelia earhart;0.000133;0.000091;0.6875
824265;witold pilecki;0.000019;0.000032;0.625
74344;william the silent;0.000127;0.000049;0.625
50226;william wilberforce;0.000089;0.000063;0.6875
426554;william gilbert;0.000001;0.000003;-1.0
6774840;william edington;0.000003;0.000009;0.625
33703;walter raleigh;0.000162;0.000033;0.625
1967935;w. mark felt;0.00002;0.00005;0.625
23870864;alfred denning baron denning;0.000053;0.000054;0.625
26992;suleiman the magnificent;0.000166;0.000055;0.5625
152833;sitting bull;0.00007;0.000031;0.625
55917;simon bolivar;0.0;0.000055;0.625
246089;sheikh mujibur rahman;0.000087;0.000038;0.625
28596;shaka;0.000069;0.000026;0.5625
59659;vallabhbhai patel;0.000061;0.00006;0.625
143298;sarah churchill duchess of marlborough;0.000033;0.000062;0.625
26983;saladin;0.000206;0.000084;0.6875
26458;rosa parks;0.00009;0.000051;0.6875
632609;roger elliott;0.000004;0.000009;0.6875
99598;qin shi huang;0.000111;0.000064;0.625
54386;philip ii of spain;0.000434;0.000049;0.6875
44356;peter the great;0.000418;0.00005;0.625
145326;penda of mercia;0.000053;0.000026;0.625
22416;otto von bismarck;0.000258;0.000063;0.6875
656948;olaudah equiano;0.000022;0.000022;0.6875
69880;napoleon;0.001995;0.0001;0.625
19960;mark antony;0.000241;0.000076;0.5625
45109;marie antoinette;0.00022;0.000049;0.625
44833;manuel i komnenos;0.00009;0.000061;0.5625
18553;louis xiv of france;0.00086;0.000089;0.6875
48090;llywelyn the great;0.000086;0.000047;0.5625
62519;list of french monarchs;0.000321;0.000028;0.625
66951;jozef pisudski;0.0;0.000115;0.625
15924;julius caesar;0.000751;0.000072;0.625
842885;jonathan wild;0.000017;0.000022;0.6875
161013;johnny appleseed;0.000022;0.000026;0.625
5044502;joel brand;0.000004;0.000021;0.625
70718;ivan the terrible;0.00017;0.000043;0.625
14013;hernan cortes;0.0;0.000048;0.6875
60832;hatshepsut;0.000067;0.000047;0.625
1199037;hasekura tsunenaga;0.000016;0.000057;0.625
13959;hannibal;0.000191;0.000064;0.6875
17414699;genghis khan;0.000311;0.000111;0.625
99613;frederick the great;0.000339;0.000075;0.6875
68974;frederick ii holy roman emperor;0.000251;0.000073;0.6875
11508;francis drake;0.000178;0.000042;0.6875
216965;flinders petrie;0.000049;0.000019;0.625
407483;elias ashmole;0.000022;0.000027;0.625
309714;eilmer of malmesbury;0.000006;0.000005;0.625
145830;edwin of northumbria;0.000047;0.00002;0.625
800012;cyrus the great;0.000151;0.000079;0.5625
7236;constantine the great;0.00041;0.000096;0.625
60827;cleopatra vii;0.00019;0.000037;0.625
6140;claudius;0.000242;0.000068;0.6875
13623554;che guevara;0.00022;0.000134;0.6875
70716;charles v holy roman emperor;0.000603;0.000072;0.6875
273845;charles sumner;0.000063;0.000038;0.6875
5314;charlemagne;0.000596;0.00011;0.625
44240;catherine the great;0.000376;0.0001;0.625
85254;cardinal richelieu;0.000189;0.000067;0.625
48690;caratacus;0.000026;0.000029;0.5625
880525;breaker morant;0.000019;0.000037;0.625
4517;boudica;0.000071;0.000056;0.6875
3986;benjamin franklin;0.000499;0.000108;0.6875
1273;augustus;0.000745;0.000111;0.625
4896496;attalus i;0.000018;0.000035;0.6875
1813703;amda seyon i of ethiopia;0.000016;0.000027;0.5625
40597;alexander hamilton;0.000254;0.00008;0.6875
18945005;akbar;0.0003;0.00008;0.625
1544;agamemnon;0.000102;0.000027;0.5625
50203;william harvey;0.00006;0.000048;0.6875
26743;sigmund freud;0.000593;0.000076;0.75
4829979;michael woodruff;0.000004;0.000034;0.625
19455;max weber;0.00017;0.000098;0.75
20408;marie curie;0.000107;0.000043;0.75
17740;louis pasteur;0.000117;0.000033;0.625
17077;konrad lorenz;0.00004;0.000018;0.6875
16289;james d. watson;0.000075;0.000043;0.6875
13486;hippocrates;0.000143;0.000038;0.625
11461;francis crick;0.000084;0.000091;0.75
1448170;frances oldham kelsey;0.000003;0.000012;0.6875
100127;florence nightingale;0.000121;0.000045;0.625
9506;edward jenner;0.000037;0.000016;0.625
8145410;charles darwin;0.000677;0.000131;0.6875
5233;carl linnaeus;0.000696;0.00006;0.6875
42031;carl jung;0.000294;0.000057;0.6875
227417;anne sullivan macy;0.000017;0.000007;0.6875
33302;william thomson 1st baron kelvin;0.00011;0.000064;0.6875
15942;john von neumann;0.00015;0.000072;0.6875
12281;gottfried leibniz;0.000252;0.000113;0.6875
149896;emmy noether;0.000033;0.000104;0.625
42879;edmond halley;0.000065;0.000026;0.6875
8302;david hilbert;0.00013;0.000044;0.625
2402;albrecht durer;0.0;0.000068;0.625
46720;william tecumseh sherman;0.000291;0.000077;0.625
31752;ulysses s. grant;0.000652;0.000101;0.6875
61075;thrasybulus;0.000014;0.000018;0.625
36812;pericles;0.000094;0.000042;0.6875
16509;joan of arc;0.000238;0.000045;0.6875
99063;isaac brock;0.000038;0.000044;0.625
2057583;husein gradascevic;0.0;0.000026;0.625
24874360;horatio nelson 1st viscount nelson;0.000325;0.000088;0.625
3658762;george thomas coker;0.000003;0.000028;0.6875
82489;epaminondas;0.000033;0.000028;0.5625
3873;bernard montgomery 1st viscount montgomery of alamein;0.000169;0.000083;0.6875
841;attila;0.000142;0.000044;0.625
8474;arthur wellesley 1st duke of wellington;0.000419;0.000096;0.6875
905639;arthur percival;0.000019;0.000062;0.625
783;alexander the great;0.000794;0.000109;0.625
152709;william and mary;0.000067;0.000005;0.75
33917;william the conqueror;0.000489;0.000052;0.625
43271;william iv of the united kingdom;0.00019;0.000047;0.625
33918;william ii of england;0.0001;0.000029;0.625
47387;william iii of england;0.000459;0.000078;0.6875
47923;queen victoria;0.001461;0.000078;0.625
28953;stephen king of england;0.000155;0.000085;0.625
26368;richard i of england;0.00027;0.000066;0.6875
46531;richard ii of england;0.000219;0.000052;0.6875
26284;richard iii of england;0.000185;0.000052;0.625
14457;prince harry of wales;0.000081;0.000043;0.6875
22413;oliver cromwell;0.000597;0.000106;0.75
20603;mary queen of scots;0.000336;0.000067;0.6875
20709;mary ii of england;0.000109;0.000036;0.625
20604;macbeth king of scotland;0.000033;0.000027;0.6875
16550;john king of england;0.000366;0.000081;0.625
269055;james i of england;0.000779;0.000066;0.625
5243711;james ii of england;0.000524;0.000068;0.6875
45597;henry v of england;0.000189;0.000026;0.625
46858;henry vi of england;0.000199;0.000034;0.625
14186;henry vii of england;0.000335;0.000038;0.625
14187;henry viii of england;0.001106;0.000076;0.6875
14179;henry i of england;0.000262;0.00004;0.625
46861;henry iv of england;0.000208;0.000039;0.625
26042562;henry ii of england;0.000387;0.000046;0.625
46591;henry iii of england;0.000358;0.000033;0.625
40148;harold godwinson;0.000099;0.000036;0.625
46823;george v of the united kingdom;0.000738;0.000074;0.6875
46755;george vi of the united kingdom;0.000515;0.000054;0.625
46852;george i of great britain;0.000229;0.000044;0.625
40225;george iv of the united kingdom;0.00034;0.000039;0.625
46389;george ii of great britain;0.000295;0.000044;0.5625
42029;george iii of the united kingdom;0.000688;0.000058;0.625
10128;elizabeth i of england;0.001077;0.000067;0.625
39709;edward v of england;0.000049;0.000019;0.6875
10245;edward vi of england;0.000273;0.000059;0.625
46721;edward vii of the united kingdom;0.000604;0.000067;0.625
18835362;edward viii of the united kingdom;0.000267;0.000066;0.625
46373;edward i of england;0.000487;0.00007;0.625
46390;edward iv of england;0.000241;0.000037;0.625
44848;edward ii of england;0.000231;0.000036;0.625
46377;edward iii of england;0.000386;0.00004;0.625
7426;charles i of england;0.000871;0.000076;0.625
46688;charles ii of england;0.000835;0.000086;0.625
125248;charles prince of wales;0.00053;0.000099;0.6875
40501;cnut the great;0.00014;0.000085;0.625
46684;anne queen of great britain;0.000273;0.000047;0.625
25778629;thomas kuhn;0.000064;0.000016;0.625
29823;thomas hobbes;0.00018;0.000034;0.6875
27069;sren kierkegaard;0.0;0.000069;0.6875
25664190;socrates;0.000256;0.000055;0.6875
25525;rene descartes;0.0;0.000046;0.6875
22954;plato;0.000739;0.000079;0.6875
21444;niccolo machiavelli;0.0;0.000051;0.6875
17741;ludwig wittgenstein;0.000194;0.000045;0.6875
65119;laozi;0.000092;0.000017;0.6875
16623;karl popper;0.000141;0.000052;0.6875
15626;john stuart mill;0.000207;0.000041;0.6875
16143;john locke;0.000267;0.000044;0.6875
46038;jeremy bentham;0.000117;0.000021;0.6875
16340;jean-paul sartre;0.000265;0.000053;0.6875
15941;jean-jacques rousseau;0.000294;0.000061;0.75
14631;immanuel kant;0.000423;0.000082;0.6875
10671;friedrich nietzsche;0.000432;0.000068;0.6875
47096;friedrich engels;0.000193;0.00003;0.75
11319;francis bacon;0.000227;0.000042;0.6875
9764;emma goldman;0.000101;0.000086;0.6875
7925;david hume;0.000227;0.000059;0.6875
5823;confucius;0.000176;0.000045;0.75
4163;bertrand russell;0.000294;0.00006;0.6875
3408;baruch spinoza;0.000163;0.00005;0.6875
33265;winston churchill;0.001179;0.00014;0.625
79451;william pitt the younger;0.000181;0.000045;0.6875
32817;vladimir putin;0.000434;0.000125;0.6875
11015252;vladimir lenin;0.000604;0.000111;0.6875
3301347;tony blair;0.000721;0.000086;0.6875
88483;sun yat-sen;0.000208;0.000058;0.6875
217513;suharto;0.00016;0.000045;0.6875
241547;stephen harper;0.000305;0.000097;0.6875
49584;stanley baldwin;0.000131;0.000088;0.625
323481;robert owen;0.000065;0.000016;0.6875
232328;robert gascoyne-cecil 3rd marquess of salisbury;0.000125;0.000082;0.6875
24260;pervez musharraf;0.000234;0.000056;0.6875
22468;osama bin laden;0.00045;0.000084;0.6875
5099278;ollanta humala;0.000016;0.000019;0.6875
42558;nikita khrushchev;0.000365;0.000064;0.625
21492751;nelson mandela;0.000425;0.000093;0.6875
400989;muhammad ali jinnah;0.000189;0.000064;0.6875
19379;mohandas karamchand gandhi;0.000738;0.000081;0.6875
20979;mikhail gorbachev;0.000398;0.000077;0.6875
19834;mary wollstonecraft;0.000076;0.000043;0.6875
20076;martin luther king jr.;0.000645;0.000071;0.6875
19831;margaret thatcher;0.000702;0.000078;0.6875
19527;mao zedong;0.000527;0.000073;0.6875
232595;mahmoud abbas;0.000117;0.000028;0.6875
50151;leonid brezhnev;0.000169;0.000084;0.6875
17888;leon trotsky;0.000313;0.000097;0.6875
16844;kofi annan;0.000352;0.00004;0.75
16743;karl marx;0.000657;0.000101;0.6875
14393729;kamalesh sharma;0.000005;0.000006;0.6875
354436;jose manuel barroso;0.0;0.000021;0.6875
15641;joseph stalin;0.001159;0.000138;0.6875
43715;john mccain;0.000691;0.000107;0.6875
21825423;john marshall;0.000117;0.000064;0.625
4689709;john howard;0.000308;0.000053;0.6875
52278;james callaghan;0.000116;0.000047;0.6875
15179;indira gandhi;0.000289;0.000034;0.625
70842;idi amin;0.000128;0.000063;0.625
67377;ho chi minh;0.000122;0.000042;0.625
10287;hirohito;0.000193;0.000052;0.625
5043192;hillary rodham clinton;0.000723;0.00012;0.6875
52271;harold wilson;0.000247;0.000105;0.6875
80933;harold macmillan;0.000159;0.000134;0.5625
13076;gordon brown;0.000412;0.000076;0.6875
287314;frederick hamilton-temple-blackwood 1st marquess of dufferin and ava;0.000033;0.000045;0.6875
11033;frederick douglass;0.000134;0.000058;0.625
38301;fidel castro;0.000522;0.000086;0.6875
51584;eva peron;0.0;0.000047;0.625
12153654;elizabeth ii;0.002056;0.000099;0.6875
181113;elizabeth fry;0.000025;0.000016;0.6875
10030;edmund burke;0.000156;0.000045;0.6875
434134;earl of shaftesbury;0.000017;0.000022;0.5625
419342;david cameron;0.000297;0.000111;0.6875
3827622;david blanchflower;0.000003;0.000016;0.6875
80128;daniel ellsberg;0.00004;0.00004;0.6875
158177;condoleezza rice;0.000238;0.000081;0.6875
23278520;boris yeltsin;0.000214;0.000055;0.625
3875;benjamin disraeli;0.000208;0.000053;0.625
193737;benazir bhutto;0.00015;0.000064;0.6875
534366;barack obama;0.002178;0.000099;0.6875
2346975;ban ki-moon;0.000173;0.000048;0.6875
870045;ayaan hirsi ali;0.000037;0.000086;0.6875
26940;steven spielberg;0.000555;0.000137;0.6875
26091;rupert murdoch;0.000211;0.000061;0.6875
149506;richard curtis;0.000059;0.000025;0.6875
171747;michael grade;0.000036;0.000024;0.6875
670104;mark thompson;0.000026;0.000016;0.6875
592787;john humphrys;0.00002;0.00002;0.6875
69300;jeremy paxman;0.00004;0.000033;0.6875
747416;david dimbleby;0.000024;0.000025;0.6875
78468;david attenborough;0.000099;0.000079;0.6875
1806;arnold schwarzenegger;0.000496;0.000077;0.6875
808;alfred hitchcock;0.000471;0.000106;0.625
44406;zoroaster;0.000089;0.000047;0.6875
201082;william booth;0.000053;0.000037;0.625
30479;thomas more;0.000173;0.000058;0.6875
30502;thomas cranmer;0.000099;0.000058;0.625
37190;thomas becket;0.000168;0.000033;0.625
21490957;thomas aquinas;0.000373;0.000061;0.6875
20238168;14th dalai lama;0.000225;0.000071;0.6875
70537;rowan williams;0.000078;0.000045;0.6875
23808;pope pius xii;0.000498;0.000125;0.6875
23805;pope john paul ii;0.001286;0.000133;0.6875
39660;pope benedict xvi;0.000728;0.0001;0.6875
24140;paul the apostle;0.000625;0.000065;0.6875
21615;nostradamus;0.000065;0.000036;0.75
18934;muhammad;0.001061;0.000101;0.625
347105;mother teresa;0.00014;0.000051;0.6875
561475;michael ramsey;0.00002;0.000022;0.6875
20713;mary i of england;0.000341;0.00007;0.6875
7567080;martin luther;0.000528;0.000086;0.625
61502;list of popes;0.000042;0.000014;0.6875
42411;john wesley;0.000237;0.00004;0.625
2061593;john sentamu;0.000016;0.00002;0.6875
15930;john calvin;0.000222;0.000058;0.625
595633;john robinson bishop of woolwich;0.000015;0.000012;0.625
669558;jocelyn;0.000001;0.000008;0.6875
1095706;jesus;0.00219;0.000165;0.75
15192;isaac;0.000109;0.000029;0.625
739896;hilda of whitby;0.000022;0.000026;0.5625
13156;george fox;0.000051;0.000037;0.625
3395;gautama buddha;0.000794;0.000056;0.6875
11638;francis of assisi;0.000241;0.000048;0.6875
40243;edward the confessor;0.000182;0.000027;0.625
8401973;desmond tutu;0.000143;0.000077;0.6875
8133;dalai lama;0.000292;0.000033;0.6875
6561;columba;0.000134;0.00003;0.6875
174976;buddhahood;0.000094;0.000029;0.75
20646880;brahman;0.000178;0.00006;0.75
2030;augustine of hippo;0.000538;0.000062;0.6875
2345;archbishop of canterbury;0.000737;0.000041;0.625
554119;younis khan;0.000027;0.000023;0.6875
2084819;william renshaw;0.000013;0.000004;0.5625
199445;wayne rooney;0.000135;0.000056;0.6875
262030;tim henman;0.000091;0.000026;0.6875
43356;tiger woods;0.000303;0.000115;0.6875
547384;steven gerrard;0.000096;0.000052;0.6875
423779;steve davis;0.000099;0.000052;0.6875
391932;stefan edberg;0.000096;0.000015;0.6875
529681;sourav ganguly;0.000067;0.000037;0.6875
533467;shoaib akhtar;0.000042;0.00002;0.6875
57570;sachin tendulkar;0.000148;0.000061;0.6875
479363;ryan giggs;0.000101;0.000088;0.6875
262376;roger federer;0.000401;0.000049;0.6875
65961;pete sampras;0.000161;0.000048;0.6875
24953;pele;0.0;0.000053;0.6875
435558;pat cash;0.000036;0.000008;0.6875
74326;nadia comaneci;0.0;0.000022;0.6875
20905;muttiah muralitharan;0.000082;0.000062;0.6875
63747;muhammad ali;0.000305;0.000085;0.6875
3312190;monty panesar;0.000041;0.000039;0.6875
3085469;misbah-ul-haq;0.00001;0.000005;0.6875
20455;michael jordan;0.000314;0.00009;0.6875
198092;martina navratilova;0.000151;0.000024;0.6875
3936094;marc pugh;0.000002;0.000016;0.6875
776355;lottie dod;0.000012;0.000018;0.625
675561;lewis hamilton;0.000134;0.000065;0.6875
556345;laurent fignon;0.000024;0.000019;0.5625
23243880;lance armstrong;0.00017;0.000065;0.6875
346979;kevin keegan;0.000147;0.000083;0.6875
437579;jonny wilkinson;0.000039;0.00006;0.6875
264230;jonah lomu;0.000035;0.000037;0.6875
324427;john mcenroe;0.000164;0.000042;0.6875
46827;jesse owens;0.00006;0.000027;0.5625
453315;hermann maier;0.000014;0.00002;0.6875
409524;harbhajan singh;0.000048;0.000083;0.6875
275268;greg lemond;0.000036;0.000031;0.6875
292225;fred perry;0.000041;0.000021;0.625
87021;donald bradman;0.000185;0.000081;0.625
8485;diego maradona;0.00016;0.000069;0.6875
8618;david beckham;0.000227;0.000125;0.6875
78249;damon hill;0.000074;0.000039;0.6875
531862;daley thompson;0.000013;0.000012;0.6875
222469;chris evert;0.000116;0.00002;0.6875
